Timestamp,Eye State,Score
2023-11-23 11:37:57,0,0
2023-11-23 11:37:57,0,0
2023-11-23 11:37:58,0,0
2023-11-23 11:37:58,0,0
2023-11-23 11:37:58,0,0
2023-11-23 11:37:59,0,0
2023-11-23 11:37:59,0,0
2023-11-23 11:37:59,0,0
2023-11-23 11:38:00,0,0
2023-11-23 11:38:00,0,0
2023-11-23 11:38:01,0,0
2023-11-23 11:38:01,0,0
2023-11-23 11:38:01,0,0
2023-11-23 11:38:01,0,0
2023-11-23 11:38:02,0,0
2023-11-23 11:38:02,0,0
2023-11-23 11:38:03,0,0
2023-11-23 11:38:03,0,0
2023-11-23 11:38:03,0,0
2023-11-23 11:38:04,0,0
2023-11-23 11:38:04,0,0
2023-11-23 11:38:04,0,0
2023-11-23 11:38:05,0,0
2023-11-23 11:38:05,0,0
2023-11-23 11:38:05,0,0
2023-11-23 11:38:06,0,0
2023-11-23 11:38:06,0,0
2023-11-23 11:38:06,0,0
2023-11-23 11:38:07,0,0
2023-11-23 11:38:07,0,0
2023-11-23 11:38:07,0,0
2023-11-23 11:38:08,0,0
2023-11-23 11:38:08,0,0
2023-11-23 11:38:08,0,0
2023-11-23 11:38:09,0,0
2023-11-23 11:38:09,0,0
2023-11-23 11:38:09,0,0
2023-11-23 11:38:10,0,0
2023-11-23 11:38:10,0,0
2023-11-23 11:38:10,0,0
2023-11-23 11:38:11,0,0
2023-11-23 11:38:11,0,0
2023-11-23 11:38:11,0,0
2023-11-23 11:38:12,0,0
2023-11-23 11:38:12,0,0
2023-11-23 11:38:12,0,0
2023-11-23 11:38:13,0,0
2023-11-23 11:38:13,0,0
2023-11-23 11:38:14,0,0
2023-11-23 11:38:14,0,0
2023-11-23 11:38:14,0,0
2023-11-23 11:38:15,0,0
2023-11-23 11:38:15,0,0
2023-11-23 11:38:15,0,0
2023-11-23 11:38:16,0,0
2023-11-23 11:38:16,0,0
2023-11-23 11:38:17,0,0
2023-11-23 11:38:17,0,0
2023-11-23 11:38:17,0,0
2023-11-23 11:38:18,0,0
2023-11-23 11:38:18,0,0
2023-11-23 11:38:18,0,0
2023-11-23 11:38:19,0,0
2023-11-23 11:38:19,0,0
2023-11-23 11:38:19,0,0
2023-11-23 11:38:20,0,0
2023-11-23 11:38:20,0,0
2023-11-23 11:38:21,0,0
2023-11-23 11:38:21,0,0
2023-11-23 11:38:21,0,0
2023-11-23 11:38:22,0,0
2023-11-23 11:38:22,0,0
2023-11-23 11:38:22,0,0
2023-11-23 11:38:23,0,0
2023-11-23 11:38:23,0,0
2023-11-23 11:38:24,0,0
2023-11-23 11:38:24,0,0
2023-11-23 11:38:25,0,0
2023-11-23 11:38:25,0,0
2023-11-23 11:38:26,0,0
2023-11-23 11:38:34,0,0
2023-11-23 11:38:34,0,0
2023-11-23 11:38:35,0,0
2023-11-23 11:38:35,0,0
2023-11-23 11:38:36,0,0
2023-11-23 11:38:36,0,0
2023-11-23 11:38:37,0,0
2023-11-23 11:38:38,0,0
2023-11-23 11:38:38,0,0
2023-11-23 11:38:39,0,0
2023-11-23 11:38:39,0,0
2023-11-23 11:38:40,0,0
2023-11-23 11:38:41,0,0
2023-11-23 11:38:41,0,0
2023-11-23 11:38:42,0,0
2023-11-23 11:38:43,0,0
2023-11-23 11:38:44,0,0
2023-11-23 11:38:45,0,0
2023-11-23 11:38:45,0,0
2023-11-23 11:38:46,0,0
2023-11-23 11:38:46,0,0
2023-11-23 11:38:47,0,0
2023-11-23 11:38:47,0,0
2023-11-23 11:38:48,0,0
2023-11-23 11:38:49,1,1
2023-11-23 11:38:49,1,2
2023-11-23 11:38:50,1,3
2023-11-23 11:38:50,1,4
2023-11-23 11:38:51,1,5
2023-11-23 11:38:52,1,6
2023-11-23 11:38:52,1,7
2023-11-23 11:38:53,1,8
2023-11-23 11:38:54,0,7
2023-11-23 11:38:54,1,8
2023-11-23 11:38:55,1,9
2023-11-23 11:38:56,1,10
2023-11-23 11:38:56,1,11
2023-11-23 11:38:56,1,12
2023-11-23 11:38:57,1,13
2023-11-23 11:38:57,1,14
2023-11-23 11:38:57,1,15
2023-11-23 11:38:58,1,16
2023-11-23 11:38:58,1,17
2023-11-23 11:38:59,1,18
2023-11-23 11:38:59,1,19
2023-11-23 11:38:59,1,20
2023-11-23 11:39:00,1,19
2023-11-23 11:39:00,1,20
2023-11-23 11:39:00,1,19
2023-11-23 11:39:01,1,20
2023-11-23 11:39:01,1,19
2023-11-23 11:39:01,1,20
2023-11-23 11:39:02,1,19
2023-11-23 11:39:02,1,20
2023-11-23 11:39:02,1,19
2023-11-23 11:39:03,1,20
2023-11-23 11:39:03,1,19
2023-11-23 11:39:03,1,20
2023-11-23 11:39:04,1,19
2023-11-23 11:39:04,1,20
2023-11-23 11:39:05,1,19
2023-11-23 11:39:05,1,20
2023-11-23 11:39:05,1,19
2023-11-23 11:39:06,1,20
2023-11-23 11:39:06,1,19
2023-11-23 11:39:07,1,20
2023-11-23 11:39:07,1,19
2023-11-23 11:39:07,1,20
2023-11-23 11:39:08,1,19
2023-11-23 11:39:08,1,20
2023-11-23 11:39:09,1,19
2023-11-23 11:39:09,1,20
2023-11-23 11:39:09,1,19
2023-11-23 11:39:10,1,20
2023-11-23 11:39:11,1,19
2023-11-23 11:39:11,0,18
2023-11-23 11:39:12,0,17
2023-11-23 11:39:13,0,16
2023-11-23 11:39:13,0,15
2023-11-23 11:39:14,0,14
2023-11-23 11:39:15,0,13
2023-11-23 11:39:16,0,12
2023-11-23 11:39:16,0,11
