Timestamp,Eye State,Score,blink_duration
2023-11-23 11:07:18,0,7,0.0
2023-11-23 11:07:19,0,6,0.0
2023-11-23 11:07:19,0,5,0.0
2023-11-23 11:07:20,0,4,0.0
2023-11-23 11:07:20,0,3,0.0
2023-11-23 11:07:21,0,2,0.0
2023-11-23 11:07:21,0,1,0.0
2023-11-23 11:07:22,1,2,0.0
2023-11-23 11:07:23,0,1,0.3
2023-11-23 11:07:23,0,0,0.0
2023-11-23 11:07:24,0,0,0.0
2023-11-23 11:07:24,0,0,0.0
2023-11-23 11:07:25,0,0,0.0
2023-11-23 11:07:25,1,1,0.0
2023-11-23 11:07:26,1,2,0.5
2023-11-23 11:07:26,1,3,0.5
2023-11-23 11:07:27,1,4,0.5
2023-11-23 11:07:27,1,5,0.5
2023-11-23 11:07:28,0,4,2.0
2023-11-23 11:07:28,1,5,0.0
2023-11-23 11:07:29,0,4,1.0
2023-11-23 11:07:30,0,3,0.0
2023-11-23 11:07:30,1,4,0.0
2023-11-23 11:07:31,0,3,0.3
2023-11-23 11:07:31,0,2,0.0
2023-11-23 11:07:32,0,1,0.0
2023-11-23 11:07:33,0,0,0.0
2023-11-23 11:07:33,0,0,0.0
2023-11-23 11:07:34,0,0,0.0
2023-11-23 11:07:34,0,0,0.0
2023-11-23 11:07:35,0,0,0.0
2023-11-23 11:07:35,0,0,0.0
2023-11-23 11:07:36,0,0,0.0
2023-11-23 11:07:36,0,0,0.0
2023-11-23 11:07:37,0,0,0.0
2023-11-23 11:07:37,0,0,0.0
2023-11-23 11:07:38,0,0,0.0
2023-11-23 11:07:39,0,0,0.0
2023-11-23 11:07:39,0,0,0.0
2023-11-23 11:07:40,0,0,0.0
2023-11-23 11:07:40,0,0,0.0
2023-11-23 11:07:41,0,0,0.0
2023-11-23 11:07:41,0,0,0.0
2023-11-23 11:07:42,0,0,0.0
2023-11-23 11:07:42,0,0,0.0
2023-11-23 11:07:42,0,0,0.0
2023-11-23 11:07:43,0,0,0.0
2023-11-23 11:07:43,0,0,0.0
2023-11-23 11:07:43,0,0,0.0
2023-11-23 11:07:44,0,0,0.0
2023-11-23 11:07:44,0,0,0.0
2023-11-23 11:07:44,0,0,0.0
2023-11-23 11:07:45,0,0,0.0
2023-11-23 11:07:45,0,0,0.0
2023-11-23 11:07:45,0,0,0.0
2023-11-23 11:07:46,0,0,0.0
2023-11-23 11:07:46,0,0,0.0
2023-11-23 11:07:46,0,0,0.0
2023-11-23 11:07:47,0,0,0.0
2023-11-23 11:07:47,0,0,0.0
2023-11-23 11:07:47,0,0,0.0
2023-11-23 11:07:48,0,0,0.0
2023-11-23 11:07:48,0,0,0.0
2023-11-23 11:07:48,0,0,0.0
2023-11-23 11:07:49,0,0,0.0
2023-11-23 11:07:49,0,0,0.0
2023-11-23 11:07:49,0,0,0.0
2023-11-23 11:07:50,0,0,0.0
2023-11-23 11:07:50,0,0,0.0
2023-11-23 11:07:51,0,0,0.0
2023-11-23 11:07:51,0,0,0.0
2023-11-23 11:07:51,0,0,0.0
2023-11-23 11:07:52,0,0,0.0
2023-11-23 11:07:52,0,0,0.0
2023-11-23 11:07:53,0,0,0.0
2023-11-23 11:07:53,0,0,0.0
2023-11-23 11:07:53,0,0,0.0
2023-11-23 11:07:54,0,0,0.0
2023-11-23 11:07:54,0,0,0.0
2023-11-23 11:07:54,0,0,0.0
2023-11-23 11:07:55,0,0,0.0
2023-11-23 11:07:55,0,0,0.0
2023-11-23 11:07:56,0,0,0.0
2023-11-23 11:07:56,0,0,0.0
2023-11-23 11:07:57,0,0,0.0
2023-11-23 11:07:57,0,0,0.0
