Timestamp,Eye State,Score
2023-11-22 18:33:39,0,0
2023-11-22 18:33:39,0,0
2023-11-22 18:33:39,0,0
2023-11-22 18:33:39,0,0
2023-11-22 18:33:40,0,0
2023-11-22 18:33:40,0,0
2023-11-22 18:33:40,0,0
2023-11-22 18:33:41,0,0
2023-11-22 18:33:42,0,0
2023-11-22 18:33:43,1,1
2023-11-22 18:33:43,0,0
2023-11-22 18:33:44,0,0
2023-11-22 18:33:45,1,1
2023-11-22 18:33:45,0,0
2023-11-22 18:33:45,0,0
2023-11-22 18:33:46,0,0
2023-11-22 18:33:46,0,0
2023-11-22 18:33:47,0,0
2023-11-22 18:33:47,0,0
2023-11-22 18:33:48,0,0
2023-11-22 18:33:49,0,0
2023-11-22 18:33:49,0,0
2023-11-22 18:33:50,0,0
2023-11-22 18:33:51,0,0
2023-11-22 18:33:51,0,0
2023-11-22 18:33:52,0,0
2023-11-22 18:33:53,1,1
2023-11-22 18:33:53,0,0
2023-11-22 18:33:54,0,0
2023-11-22 18:33:54,0,0
2023-11-22 18:33:54,0,0
2023-11-22 18:33:55,0,0
2023-11-22 18:33:55,0,0
2023-11-22 18:33:55,0,0
2023-11-22 18:33:55,0,0
2023-11-22 18:33:55,0,0
2023-11-22 18:33:56,0,0
2023-11-22 18:33:56,0,0
2023-11-22 18:33:56,0,0
2023-11-22 18:33:57,0,0
2023-11-22 18:33:57,0,0
2023-11-22 18:33:57,0,0
2023-11-22 18:33:57,0,0
2023-11-22 18:33:58,0,0
2023-11-22 18:33:58,0,0
2023-11-22 18:33:58,0,0
2023-11-22 18:33:59,0,0
2023-11-22 18:33:59,0,0
2023-11-22 18:33:59,0,0
2023-11-22 18:34:00,0,0
2023-11-22 18:34:00,0,0
2023-11-22 18:34:00,0,0
2023-11-22 18:34:01,0,0
2023-11-22 18:34:01,0,0
2023-11-22 18:34:01,0,0
2023-11-22 18:34:02,0,0
2023-11-22 18:34:02,0,0
2023-11-22 18:34:03,0,0
2023-11-22 18:34:03,0,0
2023-11-22 18:34:04,0,0
2023-11-22 18:34:04,0,0
2023-11-22 18:34:04,0,0
2023-11-22 18:34:05,0,0
2023-11-22 18:34:05,0,0
2023-11-22 18:34:05,0,0
2023-11-22 18:34:06,0,0
2023-11-22 18:34:06,0,0
2023-11-22 18:34:07,0,0
2023-11-22 18:34:08,0,0
2023-11-22 18:34:09,0,0
2023-11-22 18:34:09,0,0
